country,x1_2012,x2_2012,x9_2012,x11_2012,x12_2012,x14_2012,x15_2012,x16_2012,x18_2012,x19_2012,x21_2012,x25_2012,x29_2012,x31_2012,x35_2012,x36_2012,x37_2012,x38_2012,x45_2012,x47_2012,x48_2012,x49_2012,x58_2012,x67_2012,x68_2012,x69_2012,x86_2012,x100_2012,x121_2012,x125_2012,x126_2012,x129_2012,x131_2012,x132_2012,x134_2012,x139_2012,x140_2012,x142_2012,x143_2012,x146_2012,x149_2012,x150_2012,x153_2012,x154_2012,x155_2012,x156_2012,x157_2012,x161_2012,x162_2012,x163_2012,x167_2012,x169_2012,x171_2012,x172_2012,x173_2012,x174_2012,x179_2012,x187_2012,x190_2012,x191_2012,x192_2012,x195_2012,x204_2012,x205_2012,x211_2012,x212_2012,x213_2012,x218_2012,x219_2012,x220_2012,x221_2012,x222_2012,x223_2012,x242_2012,x243_2012,x244_2012,x253_2012,x255_2012,x258_2012,x261_2012,x268_2012,x274_2012,x275_2012,x277_2012,x283_2012,x284_2012,x9_2013,x11_2013,x12_2013,x14_2013,x15_2013,x16_2013,x18_2013,x19_2013,x21_2013,x25_2013,x29_2013,x31_2013,x35_2013,x36_2013,x41_2013,x42_2013,x45_2013,x47_2013,x48_2013,x49_2013,x58_2013,x86_2013,x100_2013,x121_2013,x125_2013,x126_2013,x129_2013,x131_2013,x132_2013,x134_2013,x139_2013,x140_2013,x142_2013,x143_2013,x146_2013,x149_2013,x150_2013,x153_2013,x154_2013,x155_2013,x156_2013,x157_2013,x161_2013,x162_2013,x167_2013,x169_2013,x171_2013,x172_2013,x173_2013,x174_2013,x187_2013,x190_2013,x191_2013,x192_2013,x204_2013,x211_2013,x213_2013,x216_2013,x218_2013,x219_2013,x220_2013,x221_2013,x222_2013,x223_2013,x242_2013,x243_2013,x244_2013,x255_2013,x258_2013,x261_2013,x267_2013,x268_2013,x274_2013,x275_2013,x283_2013,x284_2013
KAZAKHSTAN,100,90.08194804,117000000000,6955.249105,1.562590238,14.28546096,25053412871,3.128273849,16.41942788,28795900036,19.12168838,31.376,46.55681396,80.38378338,4.665509721,-17.4,4064819.023,44580,10.86509612,0.775080023,70500,69.12314218,22.69,5.9,10.5,83.6,3.315546001,8.51,45.08032538,2.62,10.06256391,110.16,6.706133193,13648134374,1.225691744,204000000000,5,12120.30534,3.531594251,39.37103324,539.2807108,4.3153085,48.95135124,30.46970256,97.5,93.1,126,39.49609881,5.113708884,9.01824813,53.31566912,49.35087323,74.33,64.84,69.61,0.041299683,12.05549007,185.8215629,16,8.9,17.9,159807,43.69015226,48.82281113,3808907823,0.087529692,178137977,6.794115016,6.219737378,1.408352557,24.97295864,68.23292634,51.74812167,39.3,24.3,0,8.376550046,3832.313219,46.542,7.384721666,2724902,79.93942,57.19732,3.318280678,53.458,1.178528207,144000000000,8478.912925,1.442030748,14.05451282,29035499120,3.128273849,13.90251707,28721488061,16.02960788,29.981,47.68693995,80.37711598,4.929899417,11.2,32.85159285,21.14,10.88813572,0.766472972,70500,70.89504517,22.73,3.289719887,7.98,39.12423111,2.64,11.91455706,125.45,4.28968422,9946760285,1.225691744,232000000000,6,13611.53736,4.482671985,35.94060667,580.0623034,4.25597414,53.75650685,27.11065497,97.5,93,115,36.88997104,5.836702333,54,49.29990033,75.06,65.75,70.45,0.037763728,184.6947548,14.6,8.1,16.4,46.3364618,3803988119,206962689.4,70.77227767,6.763278978,6.310062229,1.441785478,25.52592917,67.71079185,51.72996406,45.6,24.3,0,3777.455897,46.639,9.392275734,3,2724902,80.16789,57.43219,53.361,1.260168516
KENYA,23,16.17236733,45278590589,1064.302329,0.281405885,6.371567745,3202528067,5.9,0,0,3.544722979,94.155,82.19621347,48.72263415,29.08937253,2.946140903,4653459.735,82576,10.3665179,0.177048309,29100,9.568214481,35.749,63.8,9.6,26.6,5.28441917,8.836,19.81682883,4.481,0.125869245,122.42,0.324161235,163410210.3,7.56088133,50410164014,4.554912438,1184.923256,1.794934611,5.925535143,41.57142698,4.45797473,80.21581493,35.40526961,29.6,61.6,271,20.70849099,9.378395851,6.47501289,32.1,46.45092975,61.794,58.824,60.27278049,2.688582919,12.26143194,71.17433333,39.2,24.3,55.6,-50000,45.30930734,49.84886169,14509137.33,2.402335779,1211021406,2.691353671,74.74958358,2.675206663,42.42276363,54.88588269,50.01034483,4.9,9.8,0,75.15078408,486.5667843,75.63,4.231015516,580370,60.81675,55.12057,11.58654345,24.37,4.342711311,49480234295,1132.455292,0.280669596,6.113262421,3339215271,5.9,0,0,3.300886622,92.843,81.86272255,48.54693046,29.4167609,5.247628893,13.21256039,2.735,10.19081421,0.171492552,29100,9.705230264,35.194,5.40480254,8.537,17.89092376,4.406,0.167165344,122.89,0.676936439,371846696.4,7.625188881,54930813988,5.687231313,1257.202838,2.905769858,4.613806415,44.50922642,4.47656354,81.20390183,33.38572052,29.9,62.3,259,20.07201632,5.71827408,39,46.46114512,62.622,59.365,60.95378049,2.554208353,71.76404552,38,23.6,53.4,44.64255164,16198419.72,1304277242,59.7556111,2.719600935,76.77000562,2.667037063,42.29386934,54.98652973,50.01029573,4.7,18.6,0,473.7613892,75.22,4.85204901,7,580370,61.96282,55.82367,24.78,4.335436213
KIRIBATI,59.32891,54.17229235,249356073.8,2338.736389,0.243941185,4.733782525,12322104.65,6.1,0,0,0.077145186,21.134,65.09755342,41.97530864,26.18453865,0,,,2.469135802,,,10.26844647,29.235,,,,5.867683696,7.066,11.21242604,3.796,,119.79,-1.955232825,-3421353.773,15,174984468.8,2.810013544,1641.197419,0.921981219,,176.7720788,10.18157203,,105.9171598,39.7,66.7,429,6.234413965,,7.932784078,10.74679768,,68.848,62.499,65.59607317,0.384330304,4.987531172,15.87522076,46.6,24.9,60.4,-2130,0.09852424,,1216064.729,9.660899097,16905072.97,3.577190021,131.6296296,1.853500114,35.8525605,60.57024948,50.74939036,0,8.7,0,0,,56.052,9.379103358,810,72.77492,60.4653,20.22493678,43.948,2.063529348,266702654.2,2457.092554,0.241880594,4.317736427,11970759.25,6.1,0,0,0.089840003,19.5494,63.84494626,41.97530864,25.5952381,2.5,,,2.469135802,,,14.33691756,29.044,5.734767025,7.034,10.51428571,3.765,1.074733027,120.81,0.694303028,1173035.623,15,168951535,2.97279334,1556.525787,1.147545934,,166.3223792,10.0761463,,110.5142857,39.7,66.8,497,7.738095238,,11.5,,69.039,62.65,65.76658537,0.364658484,16.60951041,45.6,24.6,58.9,0.09393631,1103376.357,17202103.98,0,3.610517394,134.0049383,1.788450933,35.35616893,61.03331368,50.73150059,0,8.7,0,,55.945,9.212853774,4,810,73.14062,60.78291,44.055,2.032263952
"KOREA, DEM. REP.",29.56256,7.953298092,,,,,,,,1041895960,,0.638,45.38621262,21.8420397,,,100113.3486,890,19.51665144,9.135323421,1379000,,14.363,11,9.9,79.1,,9.161,,1.995,,101.52,,120000000,44.94643302,,,,,,,,,,81.8,99.7,417,,,4.692843945,0,47.91603664,73.056,66.102,69.49419512,0.165957291,,6.865028848,22.7,15.5,28.7,0,,,,,,9.268938661,205.6586081,0.534447146,21.94874822,68.78231312,51.12948557,,15.6,,70.18091079,2705.610989,39.564,,120540,79.66017,66.6054,1.662269048,60.436,0.733204884,,,,,,,,859089238.1,,0.5994,45.24405269,21.8420397,,,12.92238806,8.658,19.51665144,9.068527422,1379000,,14.358,,9.196,,1.988,,102.5,,227000000,43.89170335,,,,,,,,,,81.9,99.7,429,,,,47.88800638,73.364,66.39,69.79195122,0.16022308,9.720640052,21.7,14.8,27.4,,,,99.63034912,9.458784156,206.7577859,0.533043995,21.69158094,68.84963491,51.12140829,,15.6,,2691.227262,39.431,0.040167571,,120540,80.09339,67.12048,60.569,0.752872747
"KOREA, REP.",100,99.99,998000000000,19955.24781,0.486636198,19.2146577,237000000000,4.7,0.0089483,110543720.6,0.011235003,1.798,37.1451424,18.36671803,2.459145358,-0.856025519,39969577.02,285000,15.63636364,2.559466358,659500,290.0319127,9.6,8.3,12.5,79.2,18.41311399,5.3,56.34025057,1.297,37.24828904,101.01,0.776565597,9495900000,63.75757576,1.22E12,2.292382426,24453.97191,1.832105541,33.79551849,1724.451345,7.63369522,51.37104138,53.54597016,100,97.6,96,38.06981169,2.192307692,0.84136189,84.07,41.57468306,84.64,77.95,81.21341463,0.016152078,31.00472402,109.4316142,3.3,1.7,3.8,300000,35.85898405,,9380300000,0.53737008,6571000000,11.83718476,513.656302,0.450977411,15.2473638,72.91545144,50.28720812,100,15.7,0,1.335945078,1296.884811,17.859,2751.535609,100150,93.974,85.33,5.255821108,82.141,0.577669949,1.06E12,21095.5312,0.482457843,19.42104351,255000000000,4.7,0.008189606,107686766.9,0.010511688,1.7282,36.95585596,18.14684095,2.335505692,3.092667321,39.27525058,25.47,15.3468902,2.524929805,659500,290.6606232,8.6,18.15049675,5.3,53.87507631,1.187,38.03590701,104.03,0.977830215,12766600000,63.60371822,1.31E12,2.896220054,25997.88105,2.455234518,34.08160955,1880.044545,7.17279614,50.91485831,48.8956766,100,,90,38.41330299,1.307866014,84.77,41.59592333,84.83,78.25,81.4597561,0.015093984,110.9984678,3.2,1.7,3.7,36.63749876,8990900000,6455400000,99.99521707,12.24700761,515.2532062,0.429494122,14.73676441,73.01622798,50.29387068,100,15.7,0,1291.326711,17.751,1994.895665,5,100266,94.18339,85.81624,82.249,0.560889783
KOSOVO,100,,,,,11.11218944,747333222.1,,0.195567028,13100027.07,,,,,14.82115739,-8.549819138,,,,,,36.86479727,18,,,,23.66063593,7,18.25025696,2.19,,,4.510480944,293195749.6,,6500321213,2.808457654,3600.887,1.997300518,-5.162535579,,,88.51761148,52.37191651,,,,28.06324718,2.476737822,4.900548807,,,72.7,68.4,70.49756098,,13.18125488,,,,,,,,118039626.4,16.29195292,1059029272,,165.8124369,0.792127511,,,,0,,22.2,1.615345785,,,,10887,,,,,,,,,11.23551597,816125846,,0.151858365,10986414.78,,,,,14.3993756,1.402373247,,,,,,37.5880584,17.7,22.58314799,7,17.34455269,2.16,,,4.851852411,343172577.5,,7073021774,3.440464709,3890.300665,2.705561245,-3.98104704,,,87.76488156,48.94319931,,,,28.23062177,1.762585125,,,73,68.7,70.79756098,,,,,,,97068392.56,1121797308,,,166.9988978,0.712996115,,,,0,,22.1,,,,8,10887,,,,
KUWAIT,97.69783,100,127000000000,37202.52342,0.528276619,5.427347106,9942519984,3.2,25.1276587,46032111798,25.12838251,11.55,33.34397876,8.529741863,0.332242285,-1.266586248,3481039,28814,0.561167228,1.262517639,22600,58.50080618,20.852,16,11,72.9,15.73130923,2.916,74.73184708,2.626,,166.57,1.650249066,2872588962,0.350729517,174000000000,6.626388081,50903.9046,1.001312842,61.28725714,1446.055501,2.56544882,23.65307806,26.2796015,100,99,27,69.08327284,3.199343724,1.948551282,70.45,27.08050058,75.388,73.379,74.359,0.010979618,5.50767872,156.8991317,8.5,3.8,9.9,517500,15.59017621,49.06330872,15459199374,0.001501619,2613869.436,1.87493731,191.895679,5.419750888,23.13105027,74.99401242,43.87204163,31,6.2,10.9,0,0,1.706,170.1962901,17820,87.53902,82.38409,12.91759178,98.294,5.435004355,131000000000,36348.29648,0.535761139,5.822437818,10945717303,3.2,24.69268226,46420267234,24.69350263,10.8486,32.75011562,8.61952862,0.329933054,0.794135614,,0.9132,0.594837262,1.190305018,22600,,20.575,16.65420232,2.885,70.86139107,2.6,,170.19,0.82316154,1433630444,0.350729517,174000000000,1.149038847,48463.15167,-3.751456676,58.46773377,1507.213644,2.88751319,25.14546831,26.7451136,100,99,24,67.91466885,2.702702703,75.46,27.09239558,75.523,73.453,74.4627561,0.010382583,190.2883477,8.1,3.6,9.4,15.69255534,17711480681,4224467.043,100,1.912491593,201.6660494,4.966122256,22.75800716,75.32950125,43.86890463,29,6.2,10.9,0,1.69,173.3594643,2,17820,87.71512,82.52321,98.31,4.982406825
KYRGYZ REPUBLIC,100,73.17511439,5084043074,906.6990787,1.023962439,11.31500954,728212416.2,7,0.49059551,31573790.61,9.688814916,41.596,53.05278564,55.22054223,19.17509537,1.245755504,494640.4268,7719,6.655891554,0.778059634,20400,15.58758731,27.6,10.9,9.1,80,7.691579965,6.5,44.40420097,3.2,0.99765939,109.53,4.430850867,292663900,3.446298227,6605139933,-0.088150193,1177.974735,-1.738142576,-15.90646221,84.25781629,6.97365426,95.80061023,95.27173687,93,87.6,140,25.55218626,2.687027306,6.495993981,19.8,42.61920808,74.1,66.1,70.00243902,0.272121491,13.94855394,124.1795305,22.9,13.7,25.7,-113963,35.21945966,48.70447159,285908187.8,30.75444629,2031374213,4.349592704,29.2346194,1.665236559,30.31347874,65.33692856,50.62805516,24.6,23.3,0,93.47969409,8726.280497,64.597,4.101869026,199949,81.16541,62.99868,6.32978375,35.403,1.837682657,5701227703,996.7878354,1.064114068,11.74083434,827093276.4,7,0.474269794,33410347.69,7.328547659,40.7962,53.72529036,55.19186653,17.00265431,2.624725201,16.36419375,8.007,6.652763295,0.762135324,20400,20.53378539,27.2,7.806854837,6.1,42.25015396,3.2,2.455138739,112.19,10.32910089,757642400,3.404588113,7335027592,10.91546938,1282.437162,8.735789199,-15.62764217,86.90594123,6.67164935,97.18065111,91.77663169,93.1,88.4,141,28.85713417,6.606535722,23,42.55999014,74.3,66.3,70.20243902,0.269122508,121.4498189,21.4,12.8,24,36.36490863,389654958.5,2277998114,97.64587423,4.280089208,29.82064651,1.984738667,30.66880647,65.05110432,50.57757996,32.1,23.3,0,8554.794042,64.517,5.419959438,8,199949,81.37181,63.18941,35.483,2.210470455
LAO PDR,70,2.390325069,6667829540,1030.090844,0.148039955,13.63519417,1193193772,1.1,0.218697306,19137847.23,10.16833835,66.155,65.90944741,9.961005199,28.06372283,2.753855405,877949.8814,15836.12863,6.282495667,4.016254163,129100,12.59471459,27.43,42.7,9,48.2,2.640450369,7.064,38.84289711,3.138,0.114026441,151.47,3.14530601,294375016,78.8297227,9359185244,8.024211032,1445.86945,6.252898006,21.76638236,27.09273631,1.91813468,66.50977573,48.66133172,64.6,71.5,204,36.02913623,4.256942205,7.234305973,10.74767619,50.16509884,66.634,63.929,65.2485122,0.883156611,8.412973145,64.70225602,55.4,32,74,-117700,57.03173922,47.61386108,70175689.28,0.62523476,58516879.41,3.719436742,28.04614385,1.653329544,36.00672017,60.27384309,50.3131136,0,25,2.5,0,29414.26376,64.632,0.926920076,236800,69.27246,63.1025,16.6795438,35.368,4.859550227,8247437418,1253.412799,0.136625056,13.55913743,1430863444,1.1,0,0,8.286558014,65.348,64.64562451,10.1169844,26.37803655,5.907758533,1.834558824,3.493,6.451473137,3.91607051,129100,17.41098236,27.051,2.66634154,6.912,37.28851902,3.063,0.133314091,152.89,3.812095377,426667686.2,79.64935009,11192471435,8.471097672,1700.987378,6.708273467,20.33320305,32.40633912,1.97843831,65.04760064,46.13606616,67.6,73.5,197,33.20024246,6.364939277,12.5,50.05469152,67.084,64.357,65.6872439,0.79881062,68.13586427,53.7,31.3,71.3,39.99030394,68704000.84,59626040.31,99.82593652,3.744203064,28.50946707,1.638506177,35.5192907,60.73650624,50.28476509,0,25,2.4,28936.23618,63.531,1.063832212,2,236800,70.01484,63.79285,36.469,4.704044408
LATIN AMERICA & CARIBBEAN (ALL INCOME LEVELS),96.40682022,85.68371353,5.02E12,8187.991517,0.300800427,11.17792163,,5.127997311,3.800841718,,5.578983893,66.58018789,51.72562918,37.31171225,4.975284123,0.293549969,217297987.7,2549816.184,8.393654227,0.838626504,2470964,37.18378319,17.81327238,14.4085409,12.46140037,73.13080546,15.08192629,5.857949309,25.43170607,2.156355203,8.747248051,120.3016641,3.233182288,199000000000,46.59223703,6.12E12,3.037935751,9992.55635,1.870190499,20.90586166,741.9171771,7.676997985,64.12027857,26.12058952,81.95211347,93.96234443,44,34.12959916,3.947004393,23.91479097,43.35327777,41.39027193,77.82301102,71.29707188,74.47639215,0.171814123,15.45324538,109.435113,16.31272797,10.54062842,19.30105439,-2081948,32.31417546,48.30213165,6302568182,1.030708688,60910380716,7.049086908,30.56722151,1.146307125,26.922705,66.02820809,50.55354513,31.29354839,24.49148733,10.29354839,55.09979496,22868.70561,20.94102923,38.51956415,20425332.4,84.04259715,73.26689283,20.7615562,79.05897077,1.515277278,5.12E12,8270.761025,0.310409562,11.40065171,,5.160596252,3.571473128,,5.225355677,65.61186152,51.19134717,37.58831155,5.000200691,5.782194755,2.301973311,322.0361,8.576137033,0.829144361,2484593,40.52214354,17.56695213,15.02064516,5.877922733,24.40229782,2.136000024,9.428287781,128.5388507,3.569270111,222000000000,46.48363881,6.27E12,2.679679457,10121.0713,1.541044663,19.81964264,761.3657566,7.994661091,64.82271494,25.91364169,82.49929024,94.29471742,43,32.08047457,2.711244572,46.54419485,41.4304856,78.03725771,71.53400184,74.7022015,0.162281773,114.5115258,15.91579975,10.17744779,18.77905121,32.11936265,7618459026,62258595860,55.927541,7.211975178,30.90998834,1.121354225,26.53277447,66.25525035,50.56119226,36.51818182,24.81021695,13.61818182,22614.98761,20.66008969,39.38939916,4.303030303,20425333.4,84.28173591,73.64239603,79.33991031,1.480699732
LATIN AMERICA & CARIBBEAN (DEVELOPING ONLY),95.82870121,83.73484355,3.8E12,7389.372313,0.268762528,11.58755102,,4.999531263,3.480977178,,5.088452902,66.70388442,51.44838862,35.31518736,5.016594435,1.501068526,182307229.1,2143502.639,7.892821908,0.84376324,2114374,30.73188527,17.90832685,15.20749802,12.77664406,72.01691211,18.58046775,5.713293106,24.13262098,2.14454006,8.276938716,123.1783482,3.040708307,139000000000,54.18693156,4.66E12,3.156650231,9063.909881,1.970905375,20.1374648,711.2137311,8.051109788,64.43036357,25.79706036,79.30777623,93.43544858,48,31.70629165,4.111508546,24.36680054,41.04777612,41.55153495,77.39192012,71.0658643,74.1467685,0.175912096,14.92718774,104.9757734,17.1,11,20.3,-2120734,32.34948018,48.24679184,3693765171,1.29933113,59534944645,6.620375554,33.18396212,1.162826643,27.21939051,66.16023393,50.50911629,29.68571429,24.96376214,10.08571429,60.14800491,23195.33322,22.83979782,36.47676911,15769280,83.48735269,72.8080896,22.09638402,77.16020218,1.586375459,3.88E12,7462.052442,0.27745758,11.85421678,,5.046181782,3.270084618,,4.758575748,65.63263513,50.83929396,35.67006563,5.015265861,5.957703318,1.858067529,221.2001,8.123373511,0.834190471,2126253,33.85926246,17.64885883,18.45912191,5.734881011,23.12694847,2.123373886,8.837963951,130.9550913,3.601740773,169000000000,54.05489214,4.76E12,2.73536204,9166.0277,1.581771302,19.24568413,729.1190472,8.111368669,64.90622066,25.26381463,79.90692367,93.79069574,47,30.25712893,2.816502821,43.93749097,41.58393033,77.61642368,71.31003212,74.38127734,0.165075969,110.6301748,16.6,10.6,19.7,32.19199356,4807645258,60951306018,56.61884148,6.786663414,33.56080839,1.135627705,26.79447135,66.41886523,50.51755807,35.62173913,26.23311991,12.46956522,22934.73901,22.52559026,37.13568054,4,15769281,83.74514758,73.19144233,77.47440974,1.547466284
LATVIA,100,94.2632746,23887143783,11742.08361,0.287279094,14.7629331,4189600104,4.328875851,0,0,1.06571475,15.36,49.65908974,29.60759087,3.682227413,7.400307892,2888683,46732,18.94499839,0.505541439,5310,73.07643638,9.8,2.2,4.9,93,24.68487497,14.3,61.52058026,1.44,,126.95,3.849165937,1078662408,53.95303956,28023276372,4.005234456,13775.26158,5.303306638,21.71824362,819.5422828,5.90276158,60.91782973,65.98272595,86.5,99.1,50,24.03933693,2.211472011,4.78690032,73.11994377,49.94292428,78.9,68.9,73.77804878,0.026616266,12.96486391,127.6857527,7.6,5.8,8.7,-73442,35.11607952,48.53628159,569178089.6,5.349586849,1499129508,18.94884369,32.71661306,-1.240359153,14.23260632,66.81854999,54.26637998,0,23,63.8,66.63424125,8228.797942,32.452,273.3101347,64480,85.92907,64.82999,17.58170616,67.548,-1.346862351,26118713360,12977.29476,0.282847861,14.24287413,4388247463,4.328875851,0,0,0.983978948,14.669,50.43104221,30.03698344,3.399347184,1.239454158,2.497013142,0.418,19.42434475,0.508548597,5310,68.66365666,10.2,21.64334462,14.3,60.36695692,1.44,24.19138114,120.74,3.271988281,989503246,53.95079595,30241650060,3.021631081,15025.80932,4.130958642,20.91382948,874.2822968,5.71760906,61.47086332,63.57211672,86.9,99.2,50,23.70266511,0,75.2344,49.94646353,79,69.2,73.9804878,0.027110962,124.7611955,7.4,5.6,8.4,36.45363051,607521476.7,1604500701,82.75442222,19.13381518,32.36287184,-1.071034803,14.39053571,66.47564911,54.22154756,0,23,73.6,8317.40489,32.524,272.2782485,9,64490,86.04602,65.11168,67.476,-1.177674364
LEAST DEVELOPED COUNTRIES: UN CLASSIFICATION,34.33746576,11.49573771,579000000000,651.0441944,0.327604457,7.664565326,,2.665274376,6.852965701,,11.65749881,96.6562679,81.56207279,39.69689263,27.00637123,4.187887757,22935799.81,399990.9299,8.752744785,0.773324185,3171900,3.72990412,33.51862875,54.69177294,10.26597017,35.04184737,2.928252713,8.608746405,26.3663274,4.317348821,0.21697548,132.9321051,2.385708784,19506119088,27.17046382,768000000000,5.463954811,864.4943047,2.978658519,17.60316273,42.90198462,4.784379432,70.85063388,36.7632291,35.87768304,66.21958675,,23.64002091,6.279665496,6.894738702,5.937297992,44.94898305,63.78344131,60.95162524,62.32909413,2.200738881,11.46225113,49.03499329,56.11109307,29.47315363,81.73244555,-4741314,47.03259314,47.68515015,4048797365,4.192718304,31337511867,3.513875393,44.06260031,2.413409077,40.84680746,55.63931715,50.13836509,0.64,21.26614045,1.162222222,40.7945342,5194.957681,70.00897387,0.936416269,20818177.5,65.29018402,59.09165122,13.45777219,29.99102613,4.183633079,635000000000,697.4046286,0.326789848,8.451474172,,2.725381103,6.021075847,,10.62280814,94.50003171,80.78801188,39.5099249,26.04843523,2.644213321,4.125635996,188.5657,8.567943143,0.748799963,3134520,4.298447651,33.12863689,3.042476883,8.410569773,25.37669114,4.251836823,0.356989122,136.6907024,2.540890869,22386408359,27.04770572,817000000000,5.196529291,897.6187609,2.716264755,16.36792035,47.52999052,4.969933553,71.28284825,36.81294598,35.89804804,67.28845165,,23.75621087,5.699730297,7.146266945,44.96337102,64.25863738,61.36858253,62.77473727,2.09768681,56.34406728,54.43146902,28.72720016,78.56298981,45.41225177,4702477108,32518018406,86.82958155,3.534063331,45.1267146,2.414675555,40.57228302,55.89365365,50.1288402,1.245652174,21.49363102,1.360869565,5072.450983,69.49701398,0.938351679,4.565217391,20818177.5,65.90485857,59.67067137,30.50298602,4.162938649
LEBANON,100,99.99,36297523471,8173.777694,0.482789924,16.05941784,6944401395,1.8,0,0,0,13.597,46.94711101,64.32062561,6.118654699,4.82052848,2148669,21880,12.90322581,5.002613866,80000,41.32719309,13.218,6.1,9.1,84.9,29.30106642,4.414,46.56001396,1.498,10.2469745,93.48,7.33630143,3169656065,13.39784946,43205095854,2.2,9729.282193,1.001164989,2.414100367,663.4296316,7.45708973,85.62630354,73.54778829,80.7,99,16,20.4763449,,4.168868517,61.24978572,23.69506817,82.015,77.781,79.84636585,0.032437015,8.51576678,80.80708333,7.9,5.4,9.3,1250000,37.33576517,48.31457901,4698442226,15.44086743,6671241574,8.24345683,434.0887586,1.179962645,23.70485537,68.0516878,49.34575917,0,3.1,18.6,6.792121948,1080.903852,12.574,48.41548503,10450,90.67564,86.2729,0.477602749,87.426,1.319601036,37096188465,8255.635989,0.490751624,15.73014613,6924522101,1.8,0,0,0,13.1262,47.23659239,64.32062561,7.177313576,7.000000002,27.29166667,1.31,12.90322581,4.915436067,80000,42.85865656,13.426,29.42998779,4.429,45.70404666,1.495,9.954435645,96.08,6.49308033,2879838137,13.4056696,44352418120,0.9,9870.486278,-0.283601287,0.715353176,631.4753876,7.17452331,84.58717369,75.39833497,80.7,99,16,19.69326161,5.543828737,70.5,24.13239481,82.255,78.104,80.12887805,0.030540107,80.56367407,7.6,5.2,8.9,34.2708369,5351609457,8084932287,100,8.174708104,439.2412512,1.179978335,23.90740289,67.91788901,49.5312834,0,3.1,19.2,1068.224375,12.452,42.72897501,2,10450,90.91896,86.6764,87.548,1.319421526
LESOTHO,20.56256,38.02238703,2493524469,1212.019101,0.804933771,8.421617909,240984039.5,9.8,0,0,4.437713481,90.491,69.99602553,75.27338603,5.934576939,-13.80952381,,,9.265480896,0.233985725,2000,9.170868761,28.753,64.1,9.1,26.8,3.390909458,15.26,43.92223471,3.253,,98.65,2.376154076,56648555.1,1.515151515,2384043849,4.993621287,1158.804222,3.749363809,-32.02593522,137.8057789,12.14588846,94.41609769,103.1650605,29.3,81.2,985,31.64996815,6.1035928,,4.58961763,45.85511838,49.046,48.636,48.836,1.849412143,11.47275149,75.30007872,72.3,34.3,94.1,-19998,14.77220889,48.95098114,,23.26166411,554568272.3,4.22017653,67.76452569,1.192157153,36.95491878,58.82490469,50.72479829,0,26.7,0,0,2542.128612,74.24,,30360,31.93292,31.13261,0.505943911,25.76,3.179836779,2519063317,1209.308473,0.863082963,7.496224994,214612641.3,9.8,0,0,4.515177119,91.3852,68.95167864,74.1798419,5.415226972,13.12154696,0.837476099,0.0438,8.171936759,0.229504923,2000,10.83042881,28.738,3.635388691,14.989,40.42250794,3.222,0.10966683,111.73,2.273521388,50429031.34,1.548089592,2218102350,4.461031071,1064.828322,3.170726884,-27.68213158,123.4244882,11.47671494,92.5422133,101.2206201,29.8,81.4,916,31.83427575,4.928340711,5,45.82180549,49.501,49.17,49.33146341,1.787675132,86.30152835,71.9,33.9,93.6,14.44777231,,462918822.8,82.38501154,4.197284669,68.6120224,1.242893486,36.61419421,59.18852112,50.64825274,0,26.7,0,2510.728202,73.729,0.480062754,5,30360,31.83713,31.23533,26.271,3.207266304
LIBERIA,9.8,1.999998093,907128467.4,216.4904323,0.619294104,7.205568046,114428151,3.7,0,0,35.43670071,117.425,85.70089523,28.13538206,,1.902870284,,,5.1910299,0.140022636,2050,1.341087603,36.024,58.2,7.8,34.1,3.646081921,9.013,43.3880726,4.868,0.012504668,125.48,37.25727456,646600000,44.32101329,1735500000,7.99445127,414.1851554,5.14440529,-49.40169194,38.96257428,9.41674127,132.4094707,112.24431,16.1,72.9,304,,6.834768221,3.307678629,2.6,47.54021211,61.176,59.279,60.20436585,3.986825251,,56.79362644,59.4,26,80.3,-20000,26.60378281,,471100000,29.71996543,515790000,3.055853542,43.50243978,2.674515489,43.09410988,53.85003657,49.66439189,0,11,1.1,,47730.93119,51.459,1.19327328,111370,61.26522,56.14455,2.439073575,48.541,3.445909224,878707160.5,204.6507203,0.699926863,7.89321412,130331098.2,3.7,0,0,38.67636232,113.9902,84.89950805,28.03156146,,2.568022789,0.0654,0.1308,5.1910299,0.135912623,2050,1.630972826,35.521,3.792011821,8.845,48.54867711,4.793,0.11830249,120.26,35.97574107,700267800,44.0095515,1946500000,8.703875016,453.339457,6.082617341,-32.38208439,44.37104005,10.02606781,114.1955958,100.385307,16.4,73.8,308,,7.574897857,3.2,47.43423486,61.512,59.576,60.52039024,3.821121035,59.40217188,56.9,25.3,76.3,26.03840732,435107500,383412500,95.07688476,3.036547568,44.57736711,2.44092428,42.88002027,54.08343216,49.64147405,0,11,1.4,46579.95962,51.079,0.931599192,4,111370,61.87555,56.6764,48.921,3.220723127
